order_id,customer_id,product_id,order_date,quantity,unit_price,region,revenue
84,22185,100,2022-04-16,2,187.07,North,374.14
85,73704,651,2022-10-31,4,203.16,East,812.64
86,96779,376,2023-12-31,1,198.88,South,198.88
87,49099,858,2023-11-29,4,373.86,West,1495.44
88,18571,237,2022-02-14,3,188.83,North,566.49
89,48044,421,2022-10-01,5,300.97,South,1504.8500000000001
90,61214,628,2024-04-06,3,284.48,South,853.44
91,71228,735,2023-03-17,3,225.36,North,676.08
92,58984,702,2023-12-08,1,40.24,South,40.24
93,50774,345,2024-04-28,4,359.42,North,1437.68
94,12568,595,2023-06-11,5,56.71,South,283.55
95,72592,575,2022-06-12,1,455.33,West,455.33
96,77563,212,2023-03-02,4,389.53,East,1558.12
97,12695,225,2023-02-13,2,66.24,West,132.48
98,58190,365,2022-05-21,2,133.37,South,266.74
99,15258,340,2024-04-13,1,329.04,North,329.04
100,97538,237,2022-12-21,1,89.16,East,89.16
101,49504,345,2023-07-23,3,260.52,South,781.56
102,43159,337,2024-04-08,5,408.88,South,2044.4
103,23986,402,2022-12-08,5,247.01,East,1235.05
104,71858,620,2022-07-29,4,299.88,South,1199.52
105,22666,145,2022-12-07,4,231.37,South,925.48
106,48660,472,2023-09-17,4,494.03,West,1976.12
107,13561,970,2024-02-01,2,392.36,East,784.72
108,36854,223,2022-04-27,3,104.91,West,314.73
109,74505,167,2023-07-23,1,440.81,East,440.81
110,62251,976,2023-03-03,4,388.25,West,1553.0
111,32662,537,2023-09-17,4,80.2,North,320.8
112,18392,601,2023-11-18,3,160.21,East,480.63
113,40535,423,2022-10-25,5,304.75,South,1523.75
114,88603,743,2023-01-23,4,290.32,North,1161.28
115,62256,460,2023-03-22,5,404.08,East,2020.3999999999999
116,99135,484,2023-02-13,5,15.78,North,78.89999999999999
117,45222,848,2024-03-12,4,131.79,West,527.16
118,87373,824,2023-07-22,5,380.74,North,1903.7
119,89575,670,2023-05-09,4,393.51,West,1574.04
120,94651,764,2022-03-10,1,280.35,East,280.35
121,73335,892,2023-07-07,3,341.66,West,1024.98
122,20965,693,2023-11-04,4,278.24,East,1112.96
123,34538,554,2022-09-11,4,449.33,North,1797.32
124,80592,849,2023-07-10,4,333.58,East,1334.32
125,18110,509,2022-04-02,5,75.74,West,378.7
126,89309,923,2023-05-07,1,434.18,North,434.18
127,37266,148,2022-03-25,1,305.74,South,305.74
128,62992,676,2024-04-21,2,481.38,West,962.76
129,92948,800,2022-06-07,1,270.71,North,270.71
130,16910,620,2022-04-26,2,260.65,South,521.3
131,10206,493,2023-01-15,3,352.41,West,1057.23
132,97054,979,2022-07-14,2,361.3,East,722.6
133,97897,494,2022-10-11,2,168.8,South,337.6
134,33419,195,2022-08-11,1,113.13,East,113.13
135,60636,184,2024-03-18,2,256.91,West,513.82
136,60015,135,2023-09-07,1,84.07,South,84.07
137,64268,515,2022-01-31,4,53.31,East,213.24
138,97939,694,2022-11-18,1,472.45,East,472.45
139,28141,774,2022-04-05,4,135.34,East,541.36
140,90356,825,2023-06-14,2,407.62,South,815.24
141,81910,320,2022-01-10,2,366.98,South,733.96
142,66044,929,2022-06-09,2,202.32,North,404.64
143,77214,418,2024-05-29,5,192.84,North,964.2
144,43827,578,2024-04-19,3,386.76,South,1160.28
145,65820,491,2023-12-26,1,372.94,North,372.94
146,72623,218,2022-08-01,3,25.47,North,76.41
147,91734,687,2022-06-20,2,472.54,West,945.08
148,85450,168,2024-03-24,1,137.47,North,137.47
149,32299,544,2022-08-11,1,40.42,East,40.42
150,53585,193,2023-02-15,2,468.42,South,936.84
151,74044,418,2024-05-10,3,289.94,East,869.8199999999999
152,52557,416,2022-05-17,4,8.02,East,32.08
153,59080,966,2022-01-11,3,439.93,South,1319.79
154,12693,392,2022-11-23,3,384.82,South,1154.46
155,79163,865,2022-05-13,4,158.95,North,635.8
156,35939,615,2024-04-19,4,98.35,East,393.4
157,58925,155,2022-08-21,4,198.38,East,793.52
158,52941,654,2023-07-25,2,415.8,North,831.6
159,31834,376,2023-08-02,5,192.4,South,962.0
160,28047,669,2023-02-21,2,17.49,West,34.98
161,36105,861,2022-03-24,5,172.41,West,862.05
162,85766,243,2024-03-25,3,133.86,South,401.58000000000004
163,25707,408,2022-04-22,3,390.22,South,1170.66
164,31976,117,2022-10-15,3,207.65,East,622.95
165,54262,924,2023-11-12,4,356.73,North,1426.92
166,33776,450,2022-09-22,1,416.98,North,416.98
167,40080,265,2023-01-30,1,62.68,West,62.68
168,76842,990,2022-06-12,4,172.0,North,688.0
169,71373,643,2023-10-14,4,475.0,South,1900.0
170,16776,211,2022-05-20,3,203.44,West,610.3199999999999
171,65016,324,2023-09-30,5,398.91,East,1994.5500000000002
172,19474,886,2023-09-02,1,354.38,East,354.38
173,68053,951,2022-02-19,2,366.78,North,733.56
174,31959,915,2022-05-01,4,67.37,West,269.48
175,15530,173,2023-11-22,2,443.85,West,887.7
176,13748,253,2024-06-07,4,259.43,South,1037.72
177,23545,209,2022-06-13,1,473.41,East,473.41
178,76199,437,2024-03-08,5,255.26,West,1276.3
179,44766,606,2023-03-01,1,134.06,West,134.06
180,83530,272,2024-06-17,3,439.81,South,1319.43
181,71087,882,2023-09-02,2,486.18,North,972.36
182,78840,245,2023-11-20,3,88.76,West,266.28000000000003
183,64384,898,2023-11-03,2,403.83,North,807.66
184,61005,498,2023-12-20,1,205.41,East,205.41
185,56576,201,2024-06-08,4,404.52,North,1618.08
186,49353,626,2023-01-27,2,446.23,North,892.46
187,72003,348,2024-03-29,3,239.32,South,717.96
188,93211,676,2022-12-25,2,446.5,West,893.0
189,62733,584,2023-05-05,2,433.22,South,866.44
190,75318,460,2022-11-01,5,358.02,East,1790.1
191,99474,273,2022-03-14,2,167.28,East,334.56
192,33664,942,2022-08-06,2,177.52,North,355.04
193,77172,457,2023-06-18,2,14.52,East,29.04
194,95616,538,2023-09-19,5,101.59,South,507.95000000000005
195,36736,129,2023-11-09,4,172.14,South,688.56
196,10854,576,2024-05-11,5,448.19,West,2240.95
197,48623,652,2023-02-21,2,346.71,North,693.42
198,17392,166,2023-10-16,5,204.7,West,1023.5
199,65680,587,2022-03-10,1,227.33,North,227.33
200,56717,884,2023-06-06,1,468.77,West,468.77
201,97092,637,2023-11-15,5,277.21,East,1386.05
202,60859,217,2024-06-14,3,91.6,West,274.79999999999995
203,36309,940,2023-02-13,2,120.92,South,241.84
204,97455,820,2023-04-13,2,342.57,West,685.14
205,73734,456,2023-08-10,2,259.56,South,519.12
206,80467,347,2022-02-20,1,491.68,South,491.68
207,62662,194,2024-03-29,4,350.24,West,1400.96
208,22688,413,2022-10-17,2,381.62,East,763.24
209,35342,706,2022-01-16,1,458.79,South,458.79
210,47157,558,2022-03-09,2,353.5,East,707.0
211,77863,201,2022-02-26,5,420.24,East,2101.2
212,62083,825,2024-05-17,4,102.8,North,411.2
213,75733,230,2022-06-30,1,382.17,North,382.17
214,99045,475,2024-03-30,3,485.6,North,1456.8000000000002
215,44698,993,2022-11-26,1,196.51,North,196.51
216,90623,980,2022-08-04,1,82.59,West,82.59
217,32671,511,2022-10-31,4,44.62,North,178.48
218,35184,579,2023-12-14,4,358.54,North,1434.16
219,52107,743,2023-01-25,1,231.64,South,231.64
220,96202,201,2022-10-20,4,481.99,South,1927.96
221,61663,156,2022-09-23,4,486.35,South,1945.4
222,25708,292,2024-04-08,5,307.96,North,1539.8
223,59811,530,2023-08-30,1,414.29,North,414.29
224,12811,866,2022-08-16,1,92.85,South,92.85
225,66250,563,2022-06-18,1,342.35,West,342.35
226,82082,261,2023-03-12,2,370.2,South,740.4
227,44754,131,2024-03-12,2,88.67,North,177.34
228,21411,271,2022-09-22,2,9.08,West,18.16
229,12911,196,2022-06-06,2,222.95,East,445.9
230,77270,238,2022-02-10,1,161.85,North,161.85
231,93763,391,2024-01-12,5,485.87,East,2429.35
232,18680,240,2023-01-01,1,186.19,North,186.19
233,94896,412,2023-05-28,3,398.32,East,1194.96
234,93879,764,2022-04-24,4,407.38,West,1629.52
235,81295,297,2023-12-05,1,352.75,West,352.75
236,98614,520,2023-09-26,1,426.91,West,426.91
237,21111,957,2022-05-20,5,240.38,North,1201.9
238,47504,231,2023-10-25,3,358.86,East,1076.58
239,11802,464,2023-10-03,5,226.54,West,1132.7
240,18155,637,2022-08-11,3,359.99,North,1079.97
241,83656,565,2023-09-06,5,150.66,South,753.3
242,49384,368,2023-02-26,2,374.44,West,748.88
243,57254,171,2024-06-09,4,32.78,West,131.12
244,31918,402,2022-04-29,4,431.81,North,1727.24
245,95981,480,2024-02-11,2,9.31,East,18.62
246,70713,516,2023-03-03,3,192.05,North,576.1500000000001
247,40306,307,2022-12-12,3,489.61,South,1468.83
248,26646,269,2022-07-08,1,63.53,East,63.53
249,56843,842,2022-02-01,1,325.71,North,325.71
250,26371,995,2022-06-05,4,352.29,West,1409.16
251,87371,386,2022-06-04,5,76.7,East,383.5
252,12049,267,2022-05-09,3,470.45,South,1411.35
253,41616,314,2022-09-21,3,385.43,East,1156.29
254,30932,215,2023-12-26,4,255.53,North,1022.12
255,39855,243,2022-01-23,5,243.31,South,1216.55
256,71434,411,2024-06-07,3,23.94,North,71.82000000000001
257,82694,429,2023-02-20,3,496.15,West,1488.4499999999998
258,53016,647,2023-10-05,4,344.07,East,1376.28
259,17400,322,2023-07-10,4,47.01,North,188.04
260,52642,335,2023-11-25,3,364.91,North,1094.73
261,25151,963,2023-06-02,3,76.35,North,229.04999999999998
262,61407,568,2022-11-22,5,235.1,West,1175.5
263,76690,947,2023-03-09,2,475.04,North,950.08
264,14499,795,2023-03-19,3,107.07,West,321.21
265,16295,341,2023-05-21,4,236.14,North,944.56
266,69040,403,2023-11-28,1,172.7,North,172.7
267,22183,592,2023-07-27,2,344.2,South,688.4
268,39299,819,2022-07-03,1,72.63,South,72.63
269,22874,669,2023-11-12,2,302.12,South,604.24
270,42711,882,2024-02-21,1,324.57,East,324.57
271,15539,248,2023-04-12,4,50.5,East,202.0
272,63351,675,2022-11-29,3,316.58,East,949.74
273,71267,568,2022-02-10,1,67.26,West,67.26
274,58354,234,2023-02-18,4,179.35,East,717.4
275,12557,919,2022-12-14,2,446.91,South,893.82
276,48360,118,2023-03-02,4,356.5,East,1426.0
277,92018,992,2022-10-19,4,244.17,West,976.68
278,12200,697,2022-02-25,2,74.67,East,149.34
279,78497,785,2023-08-06,1,29.0,West,29.0
280,56975,649,2023-04-12,2,15.8,North,31.6
281,31357,240,2024-05-30,2,366.3,West,732.6
282,87505,399,2022-03-19,5,42.07,North,210.35
283,12869,505,2023-09-17,2,147.88,East,295.76
284,71135,810,2024-03-04,1,364.25,West,364.25
285,60108,599,2024-05-01,5,201.82,West,1009.0999999999999
286,48467,134,2023-02-02,4,220.13,West,880.52
287,33328,742,2022-06-16,2,105.83,North,211.66
288,96831,838,2023-08-31,5,65.44,South,327.2
289,13987,466,2023-09-15,3,72.38,South,217.14
290,68871,755,2024-04-07,4,135.22,South,540.88
291,32399,528,2024-01-04,3,196.98,East,590.9399999999999
292,56214,755,2022-10-11,5,391.38,South,1956.9
293,96416,805,2022-06-21,2,100.69,South,201.38
294,80271,457,2022-10-28,1,70.99,North,70.99
295,54064,948,2022-10-01,4,374.49,East,1497.96
296,80091,777,2023-06-26,5,97.49,West,487.45
297,50818,123,2022-08-18,2,113.68,North,227.36
298,55525,533,2024-02-06,5,281.07,South,1405.35
299,29830,314,2022-07-17,1,108.88,South,108.88
300,27429,463,2023-03-30,4,325.27,South,1301.08
301,16893,566,2022-05-11,5,441.9,North,2209.5
302,89909,924,2023-06-03,2,149.62,South,299.24
303,57333,335,2023-06-30,2,167.55,West,335.1
304,13436,222,2022-03-06,5,390.88,North,1954.4
305,84290,667,2023-10-29,1,437.36,West,437.36
306,86213,697,2024-04-01,2,495.18,East,990.36
307,15895,564,2022-03-20,1,162.27,North,162.27
308,29738,933,2022-02-12,2,131.71,East,263.42
309,40746,177,2023-10-26,3,89.13,South,267.39
310,59377,703,2024-05-08,1,249.62,North,249.62
311,58404,432,2022-03-03,1,461.66,South,461.66
312,64045,347,2024-01-03,4,265.9,South,1063.6
313,49790,713,2023-01-07,5,346.39,West,1731.9499999999998
314,15600,436,2023-08-19,5,332.28,West,1661.3999999999999
315,50764,172,2022-04-29,1,278.42,North,278.42
316,84543,929,2024-03-18,4,439.54,East,1758.16
317,55714,843,2022-01-30,3,357.12,South,1071.3600000000001
318,66835,625,2023-03-04,4,93.3,West,373.2
319,83744,805,2023-12-23,2,371.75,West,743.5
320,66491,333,2023-09-05,5,312.74,North,1563.7
321,28589,287,2024-04-30,4,6.88,East,27.52
322,53484,376,2022-01-15,5,396.02,East,1980.1
323,92989,518,2024-01-30,4,24.9,North,99.6
324,46212,641,2024-05-04,2,116.88,East,233.76
325,53525,522,2024-03-21,1,429.33,East,429.33
326,57202,124,2023-10-08,1,124.13,North,124.13
327,42635,527,2022-11-02,2,457.23,East,914.46
328,73208,286,2022-02-15,1,192.46,North,192.46
329,43828,842,2024-05-19,4,34.45,South,137.8
330,28711,454,2022-10-23,5,443.71,North,2218.5499999999997
331,13420,233,2022-08-24,2,124.77,East,249.54
332,10301,230,2022-10-13,5,91.15,East,455.75
333,55236,211,2024-06-06,4,366.77,North,1467.08
334,76235,978,2024-04-21,2,207.48,South,414.96
335,64240,740,2022-10-13,5,32.61,South,163.05
336,75726,517,2024-02-08,4,427.02,North,1708.08
337,20492,676,2023-02-17,4,330.1,North,1320.4
338,16102,125,2023-12-30,1,418.37,West,418.37
339,60336,629,2024-01-05,4,496.34,North,1985.36
340,95314,745,2023-02-03,3,173.14,West,519.42
341,36641,814,2022-05-25,5,42.95,South,214.75
342,44584,865,2022-03-15,4,236.43,West,945.72
343,42745,651,2022-06-23,2,103.33,East,206.66
344,33093,129,2022-11-09,4,228.63,South,914.52
345,76105,689,2023-08-14,2,329.24,South,658.48
346,61885,941,2022-12-28,1,467.44,East,467.44
347,46631,860,2023-10-30,1,345.92,West,345.92
348,82991,386,2022-08-06,4,217.13,East,868.52
349,14014,541,2024-05-01,3,313.58,South,940.74
350,21093,538,2022-03-18,1,487.84,North,487.84
351,28070,263,2023-06-27,3,64.22,West,192.66
352,45777,434,2022-11-03,1,147.7,South,147.7
353,66958,513,2023-01-07,5,119.35,East,596.75
354,92074,659,2022-11-30,5,186.88,West,934.4
355,20729,689,2022-10-12,3,100.11,North,300.33
356,55017,722,2022-07-25,2,367.77,West,735.54
357,76320,442,2024-05-21,2,145.95,South,291.9
358,37751,884,2022-01-14,2,468.37,East,936.74
359,88069,382,2023-07-07,5,318.37,West,1591.85
360,64748,463,2023-11-06,4,442.41,West,1769.64
361,15801,353,2024-02-12,4,213.43,East,853.72
362,29190,546,2023-01-11,3,371.89,North,1115.67
363,59689,737,2022-11-08,1,56.84,West,56.84
364,60993,497,2022-03-18,4,365.1,East,1460.4
365,39592,270,2024-02-08,5,70.68,North,353.40000000000003
366,20647,302,2024-02-14,3,59.08,South,177.24
367,18716,585,2024-02-19,1,376.73,West,376.73
368,98891,740,2024-01-06,4,163.95,North,655.8
369,97545,379,2024-02-28,2,389.94,North,779.88
370,99912,503,2023-12-17,3,482.06,North,1446.18
371,80316,555,2022-02-05,4,232.9,West,931.6
372,12368,107,2023-06-29,1,389.37,North,389.37
373,87575,897,2023-10-06,4,85.19,North,340.76
374,16655,481,2023-03-11,4,16.82,South,67.28
375,80031,117,2022-11-01,4,46.33,South,185.32
376,86429,601,2023-12-14,1,16.52,South,16.52
377,97922,944,2023-07-05,5,161.73,South,808.65
378,65766,221,2023-03-31,4,151.54,East,606.16
379,23403,593,2022-10-01,5,268.55,North,1342.75
380,42097,225,2022-02-28,3,204.84,South,614.52
381,88657,978,2023-09-29,2,221.65,West,443.3
382,20966,839,2023-02-11,1,373.8,South,373.8
383,62921,694,2024-01-10,1,268.7,East,268.7
384,59726,496,2022-10-03,2,493.4,South,986.8
385,60300,588,2024-03-09,1,193.31,South,193.31
386,32677,531,2023-04-29,1,417.03,North,417.03
387,65609,287,2022-02-22,3,368.67,South,1106.01
388,66661,253,2022-02-23,2,177.88,South,355.76
389,41024,223,2024-06-06,5,295.26,West,1476.3
390,80313,965,2024-04-09,2,187.18,West,374.36
391,63006,408,2022-05-28,3,108.49,South,325.46999999999997
392,25338,706,2022-10-08,4,243.73,West,974.92
393,78027,221,2022-12-16,4,195.74,West,782.96
394,90135,973,2023-11-22,3,274.29,North,822.8700000000001
395,29508,170,2023-01-17,3,341.9,East,1025.6999999999998
396,13051,203,2022-06-25,3,110.64,East,331.92
397,58747,765,2024-02-02,3,61.71,North,185.13
398,97142,855,2024-01-09,5,308.33,North,1541.6499999999999
399,97235,470,2023-07-20,2,52.39,North,104.78
400,64021,772,2022-12-21,4,27.21,East,108.84
401,76412,260,2024-01-04,2,110.64,North,221.28
402,68335,988,2023-02-04,3,494.16,East,1482.48
403,66179,791,2024-05-04,2,200.96,West,401.92
404,42093,779,2022-07-22,5,242.25,South,1211.25
405,79678,487,2023-10-14,3,281.99,South,845.97
406,90738,511,2022-04-09,1,332.32,North,332.32
407,49734,153,2022-07-16,5,30.07,North,150.35
408,82615,551,2022-12-25,2,354.15,East,708.3
409,83523,850,2024-04-03,2,352.2,East,704.4
410,27019,965,2023-05-04,1,239.19,South,239.19
411,93613,660,2022-10-27,1,433.94,West,433.94
412,96672,971,2022-06-15,3,103.48,South,310.44
413,83847,979,2023-06-18,4,276.88,North,1107.52
414,92750,745,2022-03-22,5,470.46,West,2352.2999999999997
415,89634,900,2023-06-17,4,337.02,South,1348.08
416,38251,232,2024-06-07,2,69.75,North,139.5
417,35945,245,2022-12-13,1,147.09,North,147.09
418,42217,230,2024-01-19,1,261.6,West,261.6
419,18308,453,2022-04-26,1,109.9,West,109.9
420,15949,733,2022-05-21,5,458.55,South,2292.75
421,61990,613,2022-04-04,3,224.0,North,672.0
422,11150,164,2023-11-17,2,131.72,East,263.44
423,99480,902,2023-11-30,1,45.83,West,45.83
424,84740,534,2022-12-01,2,91.94,North,183.88
425,76617,935,2023-02-06,1,140.17,North,140.17
426,26896,134,2022-10-26,2,292.35,East,584.7
427,56175,427,2022-02-24,4,245.62,West,982.48
428,17805,527,2022-07-22,5,463.25,South,2316.25
429,15237,896,2022-04-12,2,464.52,South,929.04
430,30056,433,2023-08-06,5,117.36,South,586.8
431,55543,397,2022-04-15,4,264.17,West,1056.68
432,66556,212,2023-11-03,2,70.95,East,141.9
433,13343,193,2022-07-24,5,12.67,South,63.35
434,23500,725,2023-10-18,1,424.12,West,424.12
435,63222,618,2023-12-31,1,218.91,East,218.91
436,39375,496,2024-06-06,2,438.86,West,877.72
437,19662,633,2023-01-14,5,365.71,North,1828.55
438,26964,156,2023-11-11,3,166.79,South,500.37
439,69638,272,2023-11-12,3,92.23,East,276.69
440,83666,793,2022-07-01,4,138.57,West,554.28
441,95067,101,2023-06-30,1,362.65,East,362.65
442,77215,555,2022-12-07,4,428.34,West,1713.36
443,79042,924,2023-06-16,3,166.02,South,498.06000000000006
444,23284,568,2022-11-28,3,271.48,South,814.44
445,82789,217,2022-12-07,5,258.2,North,1291.0
446,94664,695,2022-04-14,2,243.88,West,487.76
447,71389,942,2022-08-12,1,63.88,South,63.88
448,19435,901,2023-05-05,4,139.23,East,556.92
449,64340,655,2023-01-28,1,131.63,West,131.63
450,54078,680,2023-12-02,3,52.58,West,157.74
451,88832,664,2022-05-03,1,33.11,South,33.11
452,61293,595,2022-05-19,3,128.02,South,384.06000000000006
453,88781,961,2024-02-06,1,443.89,North,443.89
454,70403,900,2022-04-27,5,195.53,West,977.65
455,39124,431,2022-05-19,3,351.22,North,1053.66
456,53919,611,2022-08-18,2,414.0,North,828.0
457,45247,936,2022-10-11,5,183.02,West,915.1
458,72752,740,2023-04-10,1,278.03,South,278.03
459,66573,262,2023-04-26,1,235.63,South,235.63
460,69101,350,2022-04-23,5,20.43,North,102.15
461,36646,636,2023-04-27,2,313.87,North,627.74
462,33049,743,2024-05-24,4,319.98,East,1279.92
463,89605,428,2023-09-10,4,175.66,North,702.64
464,78385,217,2022-02-04,2,14.18,West,28.36
465,50158,468,2023-02-25,4,426.95,North,1707.8
466,75417,847,2022-09-24,1,68.93,East,68.93
467,33289,214,2023-05-19,4,267.84,West,1071.36
468,19823,736,2022-10-15,5,294.15,North,1470.75
469,70160,294,2023-09-07,5,77.2,West,386.0
470,51975,705,2023-02-06,4,487.55,East,1950.2
471,19540,823,2023-05-21,4,206.53,East,826.12
472,26364,738,2023-12-17,3,499.58,North,1498.74
473,14611,237,2024-01-16,4,289.43,West,1157.72
474,37663,759,2023-06-16,2,464.61,East,929.22
475,61991,395,2022-08-18,1,435.82,North,435.82
476,67679,174,2023-06-30,2,49.24,South,98.48
477,40977,114,2022-04-01,4,277.48,West,1109.92
478,59115,471,2023-01-08,4,248.37,North,993.48
479,98223,255,2023-09-02,4,41.27,West,165.08
480,70890,975,2022-11-17,4,459.53,West,1838.12
481,76387,134,2024-04-26,1,451.05,East,451.05
482,28071,618,2024-02-01,2,408.63,West,817.26
483,69275,281,2024-03-21,1,117.75,West,117.75
484,82369,269,2023-10-29,3,400.2,West,1200.6
485,21938,596,2022-07-14,4,383.18,North,1532.72
486,45195,393,2022-05-03,2,114.9,North,229.8
487,14000,822,2024-06-16,5,45.36,East,226.8
488,80588,931,2022-11-28,1,380.01,South,380.01
489,48304,156,2023-05-17,1,45.15,West,45.15
490,79449,463,2023-09-27,4,148.02,South,592.08
491,92986,735,2024-04-10,5,340.45,West,1702.25
492,99643,805,2022-06-28,1,120.36,South,120.36
493,30764,694,2024-01-08,5,218.68,North,1093.4
494,96027,812,2024-01-03,1,75.34,South,75.34
495,48494,863,2023-09-14,5,338.62,North,1693.1
496,13373,436,2023-03-09,3,178.42,South,535.26
497,22161,101,2024-04-20,3,5.99,North,17.97
498,37350,522,2022-09-28,5,413.61,West,2068.05
499,35351,881,2023-01-20,1,275.29,South,275.29
500,98668,852,2023-07-03,1,126.25,North,126.25
501,25305,573,2024-05-20,3,7.29,West,21.87
502,85353,245,2023-06-06,4,135.17,East,540.68
503,86797,425,2024-03-13,5,215.79,South,1078.95
504,75953,687,2023-03-10,5,46.97,West,234.85
505,67458,329,2023-11-05,5,301.83,West,1509.1499999999999
506,30358,945,2024-01-15,2,191.84,South,383.68
507,13267,368,2023-12-16,3,317.6,South,952.8000000000001
508,92745,684,2023-11-19,1,227.77,North,227.77
509,99588,981,2023-09-14,5,487.86,North,2439.3
510,48513,717,2023-08-03,4,125.44,West,501.76
511,36092,835,2024-04-21,1,72.11,East,72.11
512,21338,621,2022-08-28,4,159.88,East,639.52
513,10412,894,2023-10-12,4,65.58,North,262.32
514,17543,881,2022-04-13,5,378.49,North,1892.45
515,43496,364,2023-02-19,1,483.16,South,483.16
516,70692,748,2023-09-18,2,147.04,North,294.08
517,99084,317,2023-09-20,5,453.28,South,2266.3999999999996
518,54425,323,2024-06-12,3,429.46,East,1288.3799999999999
519,48756,460,2023-01-04,2,255.34,East,510.68
520,28888,390,2024-02-18,1,332.33,North,332.33
521,45735,253,2023-05-31,4,321.27,West,1285.08
522,57295,780,2023-12-28,2,271.2,East,542.4
523,93042,464,2024-01-16,3,255.45,North,766.3499999999999
524,95999,205,2022-04-15,4,157.52,North,630.08
